text,label
You can't stay here any longer .,0
Call in the messengers and we'll find out .,0
"As surely as I am the queen of Egypt , Antony , you're blushing , which means you're Caesar's servant .",0
Call the messengers !,0
"Queen of Egypt , greetings !",0
You are nothing like Mark Antony !,0
"But since you come from him , you're saturated with his healing spirit .",0
How does it go with my magnificent Mark Antony ?,0
"The last thing he did before sending me off , dear Queen , was to kiss , the last of many such kisses , this Indian pearl for you .",0
My ear must pull it out .,0
"Good friend , "" he said , ""say that the faithful Roman sends an oyster's treasure to the great Queen of Egypt , and that he plans to enhance this meager gift by adding new kingdoms to her empire .",0
"Tell her that the entire East shall call her Queen."" Then he nodded and solemnly mounted an armored warhorse , which neighed so loudly it effectively silenced anything I might have said in reply .",0
Was he sad or happy ?,0
He was like that time of year halfway between the extremes of hot and cold : he was neither sad nor happy .,0
Just notice .,0
"He wasn't sad , because he knows that his disposition affects others .",0
"He was somewhere in the middle , between them.. .",0
"Oh , heavenly mixture !",0
"Whether you are sad or merry , the intensity of either suits you like no one else.. .",0
"Yes , madam , twenty different messengers .",0
Why did you send so many ?,0
Whoever is born on a day I forget to send a message to Antony will die a beggar .,0
"Bring ink and paper , Charmian .",0
"Welcome , my good Alexas .",0
"Charmian , did I ever love Caesar as much as this ?",0
"Oh , that splendid Caesar !",0
May you choke on any other sentiments like that !,0
"Say , ""That splendid Antony."" The courageous Caesar !",0
"By Isis , I'll give you bloody teeth if you ever compare Caesar with Antony , my best man among men .",0
"Pardon me , but I'm just repeating what you yourself have said .",0
That was when I was young and inexperienced and didn't know what passion was .,0
"In that case , the wise gods deny our prayers for our own good .",0
I'll do well .,0
"The people are on my side , and I'm in charge of the sea .",0
"My forces are growing , and everything I know tells me it's all coming together .",0
Mark Antony is at dinner in Egypt and won't be going outside to make war .,0
Caesar loses supporters wherever he raises money .,0
"Lepidus flatters both of them , as they flatter him , but he doesn't love them , and they don't love him .",0
Caesar and Lepidus are organizing their military operation .,0
They have a massive army .,0
Where did you hear this ?,0
It's not true .,0
"From Silvius , sir .",0
He's dreaming .,0
"I know they're in Rome together , hoping for Antony to return .",0
"Lecherous Cleopatra , may all the charms of love soften those withered lips !",0
"Join your witchcraft with your beauty , and let Antony's lust combine with both .",0
Keep this libertine occupied with endless debauchery .,0
This news is absolutely true : Mark Antony is expected to arrive in Rome at any hour now .,0
"In the time since he left Egypt , he could have traveled an even longer distance .",0
His military ability is double that of the other two .,0
We must form a better opinion of ourselves if our uprising can pull the insatiable Antony's attention away from that Egyptian widow .,0
I don't expect Caesar and Antony will have a very friendly reunion .,0
"Menas , I don't understand how minor quarrels can be superseded by greater ones .",0
It will be as the gods see fit .,0
"In any case , our survival depends on putting together the strongest force possible .",0
"Let's go , Menas .",0
"Good Enobarbus , you would be doing a very good thing if you advised your captain to speak calmly and quietly .",0
I will advise him to speak as he usually does .,0
"By Jupiter , if I were Antony , I wouldn't shave my beard today .",0
This is not the time for dwelling on personal grievances .,0
But major issues must come before minor ones .,0
Not if the minor ones come up first .,0
Here comes the noble Antony .,0
And there comes Caesar .,0
You're right .,0
"If we were in front of our armies , about to fight , I would do this .",0
Welcome to Rome .,0
Thank you .,0
Have a seat .,0
After you .,0
"No , after you .",0
"I should be ridiculed if I were offended so easily , and laughed at even more for speaking of you disrespectfully , when I had no reason to speak of you at all .",0
"Caesar , what did my stay in Egypt have to do with you ?",0
No more than my staying here in Rome might mean to you in Egypt .,0
"But if you conspired against my position while you were there , I might be interested in the reason for your stay in Egypt .",0
"How do you mean , ""conspired"" ?",0
You can judge for yourself what I mean .,0
"Your wife and brother led troops against me , claiming to be fighting in your name .",0
They said they were acting for you .,0
You're mistaken .,0
My brother didn't use my name to justify his rebellion .,0
He rejected my authority as much as yours .,0
I've already sent the proof in my letters .,0
"If you want to pick a fight , you'll have to find a more substantial excuse .",0
"You defend yourself by blaming my judgment , but you're just making up feeble excuses .",0
"Not true , not true .",0
You know I would never approve a war against my own cause .,0
"As for my wife , if only you had such a wife .",0
It's easier to rule a third of the world than a wife like that .,0
But you can't blame me for her offenses .,0
I sent you a letter while you were carousing in Alexandria .,0
"I was not myself , as a result of the wine .",0
"The next day I explained all this to him , which was as good as begging his pardon .",0
Let's not fight over this fellow .,0
Meet with the ambassadors .,0
Tonight we'll wander through the streets and observe the people .,0
You will never be able to say the same about me .,0
"Go on , Caesar .",0
What part of the agreement did I break ?,0
You agreed to send me troops and weapons when I needed them .,0
You refused me both .,0
"I overlooked your request , but I did not deny it .",0
Your request came at a time when the poisonous effects of reveling caused me to be unaware of my own actions .,0
Spoken like a gentleman .,0
"If it's okay with you , you should not press your grievances any further , but realize that the current situation should be enough to reconcile you .",0
"Well put , Maecenas .",0
Or you can pretend to settle your differences until this matter with Pompey is finished .,0
You can argue as much as you like when there's nothing else to do .,0
You are only a soldier .,0
Don't speak any further .,0
As you please .,0
"May I speak , Caesar .",0
"What is it , Agrippa ?",0
"You have a beautiful half-sister , Octavia .",0
Great Mark Antony is a widower now .,0
"You'd better not make that suggestion , Agrippa .",0
"If Cleopatra heard you , you would be well punished for your audacity .",0
"It's true I'm not married , Caesar .",0
Let me hear what Agrippa has to say .,0
"With this marriage , all the petty jealousies that now seem huge , and all the great fears that are dangerous in themselves , would disappear .",0
"Since she would love both of you , you two would be joined in that love .",0
"What do you say , Caesar ?",0
He has both my power and my influence over Octavia .,0
I wouldn't dream of opposing such an obviously promising idea .,0
Here's my hand .,0
I give you a sister whom I love more than a brother ever loved any sister .,0
She will be the bond that joins our kingdoms and our hearts .,0
"I'm happy to say ""amen"" to that !",0
I didn't think I would ever fight Pompey .,0
There isn't much time .,0
Either we go after Pompey or he'll come after us .,0
Where is he now ?,0
Near How large is his land army ?,0
Large and increasing .,0
But his navy rules the sea .,0
That's what I hear .,0
"Come with us , Lepidus .",0
"Noble Antony , even illness couldn't keep me away .",0
Good Enobarbus !,0
We can be happy that things have been resolved so agreeably .,0
And I see you survived your time in Egypt .,0
"We heard that once you were served eight wild boars roasted whole for breakfast , for only twelve people !",0
Is that true ?,0
That was nothing .,0
There were many even more memorable feasts .,0
"She's a remarkable lady , if the rumors are to be believed .",0
I'll tell you .,0
"The sails were dyed purple , and they were perfumed so heavily that they made the air seem dizzy with love .",0
"The oars were made of silver , and the oarsmen rowed in time to flute music .",0
"Pretty , Cupid-like boys stood on either side of her , smiling and cooling her with multicolored fans , which seemed to fan the flames in her cheeks even as they cooled them , undoing what they did .",0
How excellent for Antony !,0
"When she landed at the port , Antony sent an invitation for her to come to supper .",0
She replied by saying that it would be better for him to be her guest instead .,0
Royal seductress !,0
Now Antony has to leave her completely .,0
"Age won't wither her , and her charms are so varied that she never grows boring .",0
"Even her worst faults are charming , and holy priests bless her even when she acts the slut .",0
Let's go .,0
"Good Enobarbus , consider yourself my guest as long as you're here .",0
I humbly thank you .,0
"And I will spend our time apart on my knees , praying for you .",0
Good night .,0
"Tell me why , if you can .",0
But you had better get back to Egypt again .,0
"Tell me who shall have the better luck , Caesar or me ?",0
Caesar .,0
"So you'd better not stay with him , Antony .",0
"Your guardian angel is noble , courageous , significant , and unmatched when Caesar's not around .",0
"But when you are with him , your angel is weakened and easily frightened .",0
That's why there must be space between you .,0
Have a good night !,0
Don't speak of this again .,0
"To none but you , only to you .",0
"With his natural luck , he will beat you even against the odds .",0
Your light dulls when he is near .,0
Leave now .,0
Tell Ventidius I want to speak with him .,0
"Come here , Ventidius .",0
You must go to Parthia .,0
Your authorization is ready .,0
Come with me and I'll get it for you .,0
Don't spend any more time here .,0
Go tell your generals to hurry their preparations .,0
"Sir , we'll follow as soon as Mark Antony kisses Octavia good-bye .",0
"Good-bye then , until the time I see you dressed in your battle gear , which will suit you both very well .",0
You're taking a shorter route .,0
My plans take me a roundabout way .,0
You'll get there two days before me .,0
"Good luck , sir .",0
Farewell .,0
Play me some music .,0
Music feeds the melancholy moods of us lovers .,0
"Musicians , come in !",0
Never mind .,0
Let's play billiards .,0
"Play with me , Charmian .",0
My arm is sore .,0
"I'll do my best , madam .",0
I don't want to play now .,0
Give me my fishing rod .,0
We'll go to the river .,0
"With my music playing in the background , I'll lure fish .",0
Cram your good news into my ears .,0
"Madam , madam , Antony's dead !",0
"If you say that , you bastard , you'll kill your Queen .",0
Kings have trembled to kiss this hand .,0
"Let me say first , madam , that he is well .",0
"Well then , here's more money for you .",0
"But you know , sirrah , we customarily say that the dead are well .",0
"If that's what you mean , I'll melt this gold and pour it down your throat that speaks these hateful words .",0
"Good madam , let me speak .",0
"All right , I will .",0
But you don't look as if you bring good news .,0
"If you really are Sir Rowland's son , as you've just whispered to me , and I can absolutely see the likeness in your face , you are truly welcome here .",0
I am the duke who loved your father .,0
"Come to my cave and tell me the rest of your story. , Good old man , you are as welcome here as your master is .",0
Give him your arm .,0
"Give me your hand , and explain your situation to me .",0
You haven't seen him since ?,0
"Sir , sir , that can't be true .",0
"If I weren't a merciful man , I'd forget about your missing brother and punish you in his place .",0
"But do this : find your brother , wherever he is .",0
"Bring him here dead or alive within the next year , or get out off my land .",0
I'm seizing your lands and all that you possess until your brother gives testimony that absolves you of any guilt .,0
I wish your Highness knew my true feelings in this matter : I have never in my life loved my brother .,0
"That makes you an even bigger villain. , Well , throw him out , and have my officers seize his house and lands .",0
"Do this immediately , and send him packing .",0
"Hang there on this tree , you lines of poetry , and bear witness to my love .",0
"And you , And how are you liking the shepherd's life , Master Touchstone ?",0
"Well , in and of itself , it is a good life , but given that it's a shepherd's life , it's worthless .",0
"In the fact that it's solitary , I enjoy it very much ; but in the sense that it's private , it's terrible .",0
"Now , I'm very pleased with it being outdoors , but in its not being at the court , it is boring .",0
"Are you any kind of philosopher yourself , shepherd ?",0
You're a natural-born philosopher !,0
"Were you ever at court , shepherd ?",0
"Honestly , no .",0
Then you are damned .,0
I hope not .,0
Explain .,0
"Well , if you were never at court , you were never exposed to good manners ; if you never witnessed good manners , your manners must be wicked ; wickedness is a sin , and committing sins leads to damnation .",0
"You are in a perilous state , shepherd .",0
"Not at all , Touchstone .",0
The good manners of the court look as silly in the country as country behavior is laughable at the court .,0
You told me that you don't salute at the court but kiss hands .,0
"Now , if courtiers were shepherds , that kind of courtesy would be unclean .",0
Give a quick example .,0
"Come , explain .",0
"Why , because we're always handling our ewes , and their fleece , as you know , is greasy .",0
"What , don't courtiers ' hands sweat ?",0
And isn't a sheep's grease as wholesome as a man's sweat ?,0
That's a poor example .,0
"A better example , come on .",0
"Besides , our hands are hard and calloused .",0
Then your lips will feel them more quickly .,0
Come on .,0
You worthless man !,0
You are about as much of a thinker as worm's meat is a nice steak .,0
"Learn from the wise , and comprehend : the courtier's perfume is made from cat discharge , much more disgusting than tar .",0
"Fix your example , shepherd .",0
Your wit is too courtly for me .,0
I'll rest now .,0
"Good morning , sir .",0
"Can you tell me whether Rosalind , Duke Senior's daughter , has also been banished ?",0
Where will the old duke live ?,0
You're going to rest while you're still damned ?,0
"God help you , foolish man .",0
Pray God does some surgery on you : you need to be fixed .,0
That's another sin arising from your ignorance : you bring ewes and rams together and make your living by their copulation .,0
"Here comes young Mr. Ganymede , my new mistress's brother .",0
There is no jewel like Rosalind .,0
"Her worth is carried on the wind And it blows throughout the world , carrying the name of Rosalind .",0
All the most beautiful paintings Are black when compared to Rosalind .,0
Don't think of any beauty But the beauty of Rosalind .,0
"I could rhyme like that for eight years in a row , excepting meal times and sleeping hours .",0
"That awful , plodding rhyme sounded like a row of dairy women stomping off to market .",0
"Oh , stop , fool .",0
Let me try : If there's a buck who needs a doe Tell him Rosalind will do .,0
"A cat in heat will look for a mate , And Rosalind certainly will too .",0
"Winter garments need to be filled with something , And so does skinny Rosalind .",0
"After you harvest , you have to sheaf and bind So throw ripe Rosalind on the harvest cart .",0
The sweetest nut has the sourest rind And Rosalind is that kind of nut .,0
"The man who finds the sweetest rose Will be pricked by it , and by Rosalind .",0
This is exactly the false way that verses gallop along .,0
Why bother with them ?,0
"Quiet , you stupid fool .",0
I found them on a tree .,0
"Well , the tree bears rotten fruit .",0
"All right , you've had your say , but we'll let the forest judge whether or not you spoke wisely .",0
Quiet !,0
"But on the prettiest branches Or at the end of every sentence I'll write ""Rosalinda , "" Teaching everyone who can read that the essence of every spirit Is contained in this one woman .",0
Heaven commanded Nature To fill her one body With all the graces that women contain .,0
"Nature took Helen's Cleopatra's majesty , The best of Atalanta , And unhappy Lucretia's modesty .",0
"So , by heaven's decree , Rosalind Was composed Of different faces , eyes , and hearts , so that she might have the most prized touches of all .",0
Heaven wanted Rosalind to have these gifts And me to live and die as her slave .,0
Were you listening to these verses ?,0
"Oh yes , I heard them all , and more , too .",0
"Some of those lines had more feet than the That's not a problem : the feet can bear Sure , but these feet were",0
But did you listen to all that poetry without even wondering about what your name is doing on all these trees ?,0
Was it a man ?,0
And he had a chain that once belonged to you hanging around his neck .,0
Are you blushing ?,0
"Please , who ?",0
"It's difficult to bring two friends together , but even mountains can be moved together by earthquakes .",0
"No , who are you talking about ?",0
Is it possible ?,0
"No , I'm begging you now , tell me who it is .",0
"Oh , this is wonderful , wonderful , just wonderful wonderful !",0
"Good grief , do you think that just because I'm dressed like a man , I have a man's patience ?",0
Every second you delay is as long and dull as a journey to South Seas .,0
"I'm begging you , tell me who it is quickly , and speak fast .",0
I wish you could just stammer this hidden man out of your mouth like wine out of a narrow-necked bottle : either too much at once or none at all .,0
"I'm begging you , take the cork out of your mouth so I can drink the news .",0
So you want to put a man in your belly .,0
Did God make him ?,0
"I mean , what sort of man is he ?",0
Is he enough of a man to wear a hat and grow a beard ?,0
"No , he has only a little beard .",0
"Well , eventually God will send him some more hair , if he thanks Him .",0
"I'll wait till his beard grows in , if you'll just hurry up and tell me what chin that beard is on .",0
"It's Orlando , who triumphed over both the wrestler and you in the same instant .",0
Damn you for mocking me .,0
"Really , cousin , it's him .",0
Orlando ?,0
Orlando .,0
What did he do when you saw him ?,0
What did he say ?,0
How did he look ?,0
Where did he go ?,0
What brings him here ?,0
Did he ask about me ?,0
Where is he staying ?,0
How did he say good-bye ?,0
And when will you see him again ?,0
Answer me in a word .,0
You'd better get me But does he know that I'm here in the forest and dressed in men's clothing ?,0
Does he look as bright and handsome as the day we saw him wrestling ?,0
"But taste my story , and relish it by paying attention .",0
"I found Orlando under a tree , like a dropped acorn .",0
"That tree could be called God's tree , since it drops such wonderful fruit .",0
"Let me talk , good lady .",0
Go on .,0
"He lay there , stretched out like a wounded knight .",0
"Though that must have been a pitiful sight , the ground looked beautiful .",0
"Cry , ""whoa ! "" to your tongue , please .",0
It's leaping about like a frisky horse .,0
He was dressed like a hunter .,0
"Oh , that's ominous !",0
He has come to kill my heart .,0
I'd like to sing my song solo .,0
You're making me go off-key .,0
Don't you know that I'm a woman ?,0
"Whatever I think , I have to say .",0
"Sweetheart , go on .",0
Quiet !,0
Isn't that him heading this way ?,0
That's him .,0
"Thanks for your company but , really , I would have preferred being alone .",0
"Me too , but still , for the sake of good manners , I'll say thanks for your company .",0
Goodbye .,0
Let's meet as little as we can .,0
I also hope that we can be better strangers .,0
Please don't ruin any more trees by carving love poems on their barks .,0
Please don't ruin any more of my poems by reading them so badly .,0
Your love's name is Rosalind ?,0
"Yes , that's it .",0
I don't like her name .,0
How tall is she ?,0
Just as tall as my heart .,0
You're sure full of smooth answers .,0
Your worst fault is being in love .,0
"Well , it's a fault I wouldn't trade for your best virtue .",0
I'm tired of you .,0
There I'll see only myself .,0
Which is either a fool or a nothing .,0
I'm not going to waste any more time with you .,0
"Goodbye , good Mr. Love .",0
I'm glad to see you go .,0
"Adieu , good Mr. Depression .",0
Very well .,0
What do you want ?,0
"You should ask me what time of day it is , instead .",0
There's no clock here in the forest .,0
"Then there must be no lovers in the forest , either , because they're as good as a clock , marking the lazy foot of time with a sigh every minute and a groan every hour .",0
"Indeed I do , sir , and I've come to let you in on a certain problem .",0
I've been informed by certain sources I can't disclose that your younger brother Orlando plans to fight me in disguise .,0
"Tomorrow , sir , I'm fighting for my reputation , and any man who gets away without a broken bone or two is an exceptional wrestler indeed .",0
"Your brother is young and inexperienced , and because of my affection for you , I'd hate to crush him , though I'd have to , if he challenged me .",0
"I'm telling you all this out of affection for you , so you can either keep him from carrying out his plans or prepare to accept his disgrace , which will be his own fault , not mine .",0
"Charles , I thank you for your loyalty to me , and you'll see that I'll reward you .",0
"I'd heard about my brother's plan and have been subtly trying to change his mind , but he's determined .",0
"I tell you , Charles , he's the stubbornest young fellow in France : overly ambitious , jealous of other people's good qualities , and a traitor against me , his own blood brother .",0
So use your discretion .,0
I'd be just as happy if you broke his neck as his finger .,0
"But if I really laid him bare , I'd have to weep and hang my head , and you would not believe me , his behavior is so shocking .",0
"Why didn't you say ""the swift steps"" of time instead of the ""lazy foot"" ?",0
Wouldn't that have been just as appropriate ?,0
"No , not at all , sir .",0
Time travels at different speeds for different people .,0
"I can tell you who time strolls for , who it trots for , who it gallops for , and who it stops cold for .",0
"Okay , who does it trot for ?",0
Who does time amble for ?,0
Time ambles for both men .,0
Who does it gallop for ?,0
Who does it stand still for ?,0
"For lawyers on vacation , because they sleep their holidays away , with no sense of how time moves .",0
"Where do you live , pretty young man ?",0
Were you born here ?,0
"Just like the rabbit , who lives where she is born .",0
Your speech is more refined than I would expect in such a remote place as this .,0
Many people have told me so .,0
"Actually , an old religious uncle of mine taught me how to speak , and he was brought up in the city .",0
Thank God I'm not a woman and afflicted with all the giddiness that troubles that entire sex .,0
What were the primary evils he claimed women were guilty of ?,0
There were no primary ones .,0
"Please , tell me some of them .",0
"No , I won't give my medicine away to anyone but the sick .",0
"There's a man haunting this forest who abuses the trees by carving ""Rosalind"" on their barks .",0
"Well , I'm the man you're speaking of .",0
"Please , tell me your cure .",0
But you don't have any of the symptoms my uncle told me about .,0
"He taught me how to recognize a man in love , and you're not a prisoner of love , I'm sure .",0
What did he say the symptoms were ?,0
"A thin face , which you don't have ; a sleepless , sunken eye , which you don't have ; an irritable temper , which you don't have ; a neglected beard , which you don't have , but that might not be so telling , since you don't have much beard anyway .",0
"Your stockings should be falling down around your ankles , your hat flying off your head , your sleeves unbuttoned , your shoes untied , and everything about you demonstrating carelessness and misery .",0
But you're no such man .,0
You're so neat and well put-together that you look like you love yourself more than anyone else .,0
"Young boy , I wish I could make you believe that I'm in love .",0
Make me believe it ?,0
"But really , are you the one who's been hanging on the trees those poems that speak so admiringly of Rosalind ?",0
I swear to you by Rosalind's own pretty hand that I am that unfortunate man .,0
Are you really as in love as your poems declare ?,0
Neither rhyme nor reason can express how much I love her .,0
"The only reason they don't get punished and cured is that the disease is so commonplace that the nuthouse nurses are usually suffering from it , too .",0
But I promise it can be cured with some guidance .,0
Have you ever cured anyone this way before ?,0
"Yes , one , and this is how I did it .",0
"I don't want to be cured , boy .",0
"I could cure you , if you just called me Rosalind and came by my cottage every day to woo me .",0
"By my faith in love , I will , then .",0
Tell me where you live .,0
"Come with me , I'll show you , and along the way , you can tell me where you live .",0
Will you come ?,0
"Wholeheartedly , good young man .",0
"No , you have to call me Rosalind. , Sister , you're coming ?",0
"Come on , sweet Audrey .",0
"I'll get your goats , Audrey .",0
Do my simple features please you ?,0
"Your features , God help us !",0
What features ?,0
"Really , Audrey , I wish you were more poetical .",0
"I don't know what ""poetical"" means .",0
"Is it ""chaste in word and action"" ?",0
Does it mean being truthful ?,0
"Not really , for the truest poetry is often the most artificial .",0
But you still wish the gods had made me poetical ?,0
"I do , in fact .",0
"Right now you swear to me that you are a virgin ; if you were a poet , I might have some hope you were lying .",0
"What , you don't want me to be chaste ?",0
"Not really , unless you were ugly .",0
"Well , I'm not beautiful , so I hope that I can at least be chaste .",0
"I'm not a slut , I keep myself clean , but I thank God I am ugly .",0
"Well , praise the Lord you're ugly .",0
"Well , God bless this marriage !",0
Amen .,0
"Well , that's what the wife brings to the marriage .",0
Horns ?,0
"Well , there they are .",0
Only for poor men ?,0
"No , no .",0
The nobleman's are as huge as the underfed villager's .,0
"Is the single man lucky , then ?",0
No .,0
"Just as a town protected by a wall around it is worth more than a low-lying village , a married man's horned forehead is more honorable than a bachelor's bare forehead .",0
Here comes Sir Oliver .,0
"Will you marry us here , under this tree , or should we follow you to your chapel ?",0
Is there anyone to give the bride away ?,0
I don't want to take another man's second-hand goods .,0
"No , someone has to give her away or the marriage isn't legal .",0
"How are you , sir ?",0
We're glad to see you .,0
God bless you for being here .,0
I'm very glad to see you .,0
"This is just a trifling matter here , sir .",0
"No , no , put your hat back on .",0
"Do you want to get married , fool ?",0
"Just as the ox has his yoke , the horse its bridle , the falcon a tether , a man has his desires , to keep in check .",0
"And , being a man of your breeding , you're going to be married under some shrubs like a beggar ?",0
"Get yourself to a church and have a proper priest , who can tell you what marriage is all about , marry you .",0
"Then one of you will warp and pull away , and there goes your marriage .",0
Come with me and let me advise you .,0
"Come , sweet Audrey .",0
We have to be married properly .,0
None of these deranged rascals can shake me from my profession .,0
Don't talk to me .,0
I'm going to cry .,0
"Go ahead if you want , but remember that crying doesn't suit a man .",0
But don't I have good reason to cry ?,0
As good a reason as any .,0
So go ahead and cry .,0
His kiss is as holy as bread blessed by a priest .,0
I'm very glad I came to see you .,0
"If he shows up tomorrow , I'll give him what's coming to him .",0
"If he can manage to walk after our fight , I'll never wrestle for money again .",0
"Farewell , my lord .",0
But not for long ; Charles will take care of everything .,0
But you heard him swear up and down that he was .,0
He's staying in the forest with your father now .,0
I met my father in the woods yesterday and had a long conversation with him .,0
He laughed at that and let me go .,0
"He writes brave poems , speaks brave words , makes brave promises , and then breaks them just as bravely .",0
He's like a cowardly,0
Who's coming here ?,0
"Mistress and master , you've often asked about that lovelorn shepherd you once saw me sitting with , the one who complained about the disdainful shepherdess he was in love with .",0
"Yes , what about him ?",0
"Sweet Phoebe , do not scorn me .",0
"Do not , Phoebe .",0
"Go ahead and say you don't love me , but not so bitterly .",0
"Faint , fall down , if you don't , then you're lying about my eyes being murderers .",0
"Come on , show me the wound that my eyes have caused .",0
"But my eyes , which I've darted at you , haven't even left a mark .",0
Now I am sure that eyes can't hurt a person .,0
"Oh , darling Phoebe , if you ever fall in love with some fresh face , then you'll know about the invisible wounds that love's sharp arrows can make .",0
"Well , until that time , don't come near me .",0
"And when that time comes , then you can mock me , but please don't pity me , because I won't pity you .",0
"But mistress , know yourself .",0
Get down on your knees and thank heaven for sending you such a good man .,0
"Ask this man's forgiveness , love him , and accept his offer .",0
"So take her , shepherd , and God bless you .",0
"Besides , I don't like you .",0
"Come on , sister .",0
And don't be proud .,0
"The whole world could look at you , and no one would be as blind as he is , thinking you're beautiful .",0
"Sweet Phoebe , have pity on me .",0
"Well , I'm sorry for you , gentle Silvius .",0
Then both my grief and your sorrow will be cured .,0
You have my friendship .,0
Isn't that enough ?,0
I want you .,0
"Well , that's just greedy .",0
But don't expect any more than that .,0
Do you know the boy who was just speaking to me ?,0
"Not very well , but I've met him several times .",0
Don't think I'm in love with him just because I'm asking about him .,0
But what do I care about words ?,0
"And yet , words are a good thing when the man speaking them is pleasant to listen to .",0
"He's awfully proud , but his pride suits him .",0
He'll grow up to be a proper man .,0
"He's not very tall , but he's tall enough for his age .",0
"His legs aren't great , but they're alright .",0
"His lips were nice and red , a little more lively and passionate than the red that was in his cheeks , one was pure red and the other more pink .",0
What right did he have to scold me like that ?,0
"He said my eyes and my hair were black and , now that I think of it , he scorned me .",0
I'm surprised I didn't bite back .,0
"But no matter , I'll get back at him soon enough .",0
"I'll write him a taunting letter , and you can deliver it .",0
"Will you do that for me , Silvius ?",0
"With all my heart , Phoebe .",0
"I'll be bitter toward him , and curt .",0
"Come with me , Silvius .",0
"Please , pretty young man , I'd like to get to know you better .",0
They say you are a melancholy fellow .,0
I am .,0
I like it better than laughing .,0
People who are either too serious or too silly are awful .,0
"Well , I think it's good to be serious and keep quiet .",0
In that case it's good to be a post .,0
I don't have the proud melancholy of a courtier or the ambitious melancholy of a soldier or the calculated melancholy of a lawyer .,0
You're a traveler .,0
"Well then , you have good reason to be sad .",0
I'm afraid you've sold your own land to see other men's .,0
To have seen much but own nothing is to have rich eyes and poor hands .,0
Not true .,0
And your experience makes you sad .,0
"I'd rather have a jester to make me happy than experience to make me sad , and to travel for all that trouble , no less !",0
"Good day and happiness to you , darling Rosalind .",0
"My beautiful Rosalind , I'm only an hour late .",0
"Please , Rosalind , my sweet cousin , be happy .",0
"Dear Celia , I already look much happier than I feel , but you want me to look even happier ?",0
"Unless you can also teach me how to forget my banished father , you shouldn't try to teach me how to be happy .",0
"Well , by this I can see that you don't love me as much as I love you .",0
"If Well , I'll just forget the difficulties of my situation , in order to focus on the happiness of yours .",0
"I swear I will , and if I ever break my promise let me turn into a monster .",0
"So please , my sweet Rose , my dear Rose , be happy .",0
"From now on I will , cousin , and I'll think of all kinds of games for us .",0
"Let me see , what do you think about falling in love ?",0
You'd break a date with your beloved by a whole hour ?,0
"Forgive me , darling Rosalind .",0
"No , if you're ever late like this again , I'll refuse to see you .",0
I'd rather be wooed by a snail .,0
A snail ?,0
"Besides , he brings his fate with him .",0
What fate is that ?,0
"Why , his cuckold's horns , of course , the kind you men are always blaming on your wives .",0
"See , the snail already has its horns , which prevents nasty rumors from spreading about his wife's infidelity .",0
"A virtuous woman won't give her husband horns , and my Rosalind is definitely virtuous .",0
And I am your Rosalind .,0
"Come on , woo me , woo me .",0
I'm in a good mood now and likely to give you what you want .,0
What would you say to me now if I really were your precious little Rosalind ?,0
I'd kiss you before I spoke .,0
"No , it would be better to speak first and kiss only after you've run out of things to say .",0
"When good orators finish talking , they spit ; when lovers do ( God help us if they ever do ) , they kiss .",0
What if she won't kiss me ?,0
Who could be out of things to say if he were with the girl he loves ?,0
"Indeed , you would be out if I were your mistress , if my chastity is worth as much as my wit .",0
Aren't I your Rosalind ?,0
"I like to pretend you are , because then it's almost like actually talking to her .",0
"No , you won't die yourself , but only by proxy .",0
"This world is almost six thousand years old , and in all this time not one man has ever actually died from love .",0
"Then love me , Rosalind .",0
"Okay , I will , on Fridays and Saturdays , and the rest .",0
And will you have me ?,0
"Sure , and twenty others just like you .",0
What's that ?,0
"Well , aren't you a good man ?",0
I hope so .,0
"And can a person ever have too much of a good thing ? , Come on , sister , you can be the priest and marry us. , Give me your hand , Orlando. , What do you say , sister ?",0
"Please , marry us .",0
I do .,0
"Okay , but when ?",0
Right now ; as fast as she can say the vows .,0
"Then you have to say , ""I take you , Rosalind , to be my lawfully wedded wife."" I take you , Rosalind , to be my lawfully wedded wife .",0
"Maybe I should ask you what right you have to take me , but I'll take you , Orlando , to be my husband .",0
So do all thoughts .,0
They have wings .,0
Now tell me how long you intend to keep her .,0
Forever and a day .,0
"No , Orlando , men are like April when they're wooing a girl , young , and passionate , but like December once they're married and their passions have cooled .",0
I'll be more jealous of you than a wild rooster over his hen ; more noisy than a parrot chattering about the rain ; more fond of new things than an ape ; more giddy about getting what I want than a monkey .,0
"I'll cry at nothing , and I'll always do it when you're in a good mood .",0
"And when you want to go to sleep , I'll be up laughing like a hyena .",0
"But will my Rosalind do this , too ?",0
But she is wise .,0
Right .,0
"The wiser the woman , the wilder .",0
"If you close the doors on a woman's wit , it'll fly out the window .",0
"If you shut the windows , it will pour out the keyhole .",0
"If you stop up the keyhole , it will escape from the chimney along with the smoke .",0
"A man with a wife like that might ask , ""Hey , wandering wit , where are you off to ? "" Nah , better save the questions for when you find her in your neighbor's bed .",0
You'll never find her without an answer unless you find her without a tongue .,0
A woman who doesn't know how to make her own indiscretions look like her husband's fault is hardly a woman .,0
"Rosalind , I have to leave you for two hours .",0
I must join the duke for lunch .,0
I'll be back here with you by two o'clock .,0
"Oh , go , leave me .",0
I knew you'd turn out this way .,0
"My friends told me as much , and I knew it , too .",0
"So , take me , death !",0
You'll be back at two o'clock ?,0
"Yes , sweet Rosalind .",0
